gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
male,30,22,European/Caucasian-American,'Black/African American',0,1,1,'SIPA - Energy',25.0,5.0,20.0,25.0,15.0,10.0,40.0,12.0,18.0,12.0,6.0,12.0,9,8,7,10,7,5.0,7.0,7.0,8.0,7.0,4.0,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,0.15,5,7.0,0
male,24,27,European/Caucasian-American,European/Caucasian-American,1,1,1,Economics,10.0,20.0,20.0,15.0,20.0,15.0,25.0,35.0,30.0,10.0,0.0,0.0,3,8,3,7,2,5.0,5.0,6.0,4.0,7.0,2.0,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,-0.32,3,5.0,0
male,28,26,'Latino/Hispanic American',European/Caucasian-American,0,4,9,MBA,19.61,15.69,17.65,15.69,17.65,13.73,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,7.0,7.0,7.0,8.0,7.0,9.0,10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,0.08,4,7.0,1
male,23,22,Other,'Asian/Pacific Islander/Asian-American',0,7,1,Law,10.0,25.0,15.0,20.0,15.0,15.0,55.0,2.0,1.0,40.0,1.0,1.0,7,10,10,10,8,10.0,7.0,8.0,7.0,8.0,5.0,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,0.17,5,7.0,1
male,27,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,7,1,Business,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,5,8,5,8,5,5.0,6.0,7.0,4.0,7.0,3.0,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,0.18,9,4.0,0
female,22,24,European/Caucasian-American,European/Caucasian-American,1,2,2,'Social Work',10.0,20.0,35.0,20.0,0.0,15.0,15.0,20.0,20.0,20.0,15.0,10.0,6,8,8,8,8,9.0,7.0,7.0,9.0,6.0,5.0,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,0.41,6,8.0,1
female,30,30,Other,'Asian/Pacific Islander/Asian-American',0,3,3,'MFA Writing',20.0,40.0,5.0,20.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,8,6,7,8,5,1.0,5.0,5.0,2.0,5.0,1.0,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,-0.07,5,1.0,0
female,25,32,Other,'Latino/Hispanic American',0,5,2,'Human Rights: Middle East',20.0,20.0,20.0,15.0,10.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,8,9,6,8,8,6.0,7.0,8.0,5.0,5.0,5.0,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,0.51,4,5.0,0
male,29,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,Finance/Economics,10.0,30.0,20.0,10.0,15.0,15.0,50.0,20.0,10.0,10.0,5.0,5.0,9,9,10,9,3,5.0,6.0,6.0,7.0,5.0,6.0,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,0.0,8,7.0,0
male,27,26,European/Caucasian-American,'Latino/Hispanic American',0,3,1,MBA,15.0,15.0,15.0,20.0,20.0,15.0,40.0,0.0,10.0,50.0,0.0,0.0,10,8,10,10,10,4.0,8.0,7.0,3.0,7.0,5.0,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,0.33,6,5.0,0
female,28,25,European/Caucasian-American,European/Caucasian-American,1,2,2,french,27.0,15.0,28.0,10.0,10.0,10.0,25.0,20.0,20.0,25.0,0.0,10.0,8,8,7,7,4,7.0,9.0,9.0,6.0,5.0,3.0,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.17,4,6.0,0
female,27,27,European/Caucasian-American,European/Caucasian-American,1,8,3,MBA,20.51,23.08,20.51,17.95,2.56,15.38,15.38,17.31,17.31,17.31,17.31,15.38,8,9,9,9,9,7.0,9.0,9.0,9.0,7.0,5.0,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,0.66,7,7.0,0
female,25,32,'Latino/Hispanic American','Latino/Hispanic American',1,1,3,'Urban Planning',20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,20.0,10.0,10.0,8,10,10,8,9,3.0,4.0,6.0,5.0,9.0,7.0,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,0.74,4,6.0,0
male,28,27,European/Caucasian-American,European/Caucasian-American,1,6,5,Business,15.0,15.0,20.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,0.0,6,8,8,9,10,6.0,7.0,8.0,5.0,8.0,8.0,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,-0.07,6,7.0,1
male,26,22,European/Caucasian-American,European/Caucasian-American,1,7,5,Business,15.0,20.0,20.0,20.0,5.0,20.0,18.0,18.0,18.0,19.0,13.0,14.0,7,9,8,10,7,8.0,8.0,8.0,9.0,6.0,9.0,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,0.3,6,9.0,1
female,23,23,European/Caucasian-American,European/Caucasian-American,1,2,4,Law,25.0,10.0,35.0,15.0,0.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,7,8,9,8,8,5.0,5.0,5.0,2.0,4.0,3.0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,-0.27,3,4.0,0
female,27,28,European/Caucasian-American,European/Caucasian-American,1,3,9,microbiology,21.43,16.67,21.43,16.67,11.9,11.9,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8.0,8.0,9.0,9.0,8.0,6.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.49,8,7.0,1
male,25,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,4,Statistics,13.04,21.74,19.57,17.39,15.22,13.04,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,3.0,8.0,8.0,4.0,7.0,6.0,8,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9,0.16,6,2.0,0
female,26,23,European/Caucasian-American,European/Caucasian-American,1,8,6,business,25.64,17.95,15.38,20.51,10.26,10.26,19.61,15.69,17.65,15.69,17.65,13.73,9,5,9,10,10,9.0,9.0,8.0,9.0,7.0,8.0,10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7,0.53,4,8.0,1
male,29,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,Mathematics,25.0,25.0,25.0,10.0,10.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,6,8,7,10,9,6.0,7.0,5.0,4.0,6.0,6.0,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,0.11,6,6.0,1
female,22,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,2,TESOL,20.0,25.0,20.0,10.0,5.0,20.0,16.0,20.0,19.0,16.0,18.0,11.0,6,9,8,8,8,5.0,6.0,6.0,6.0,6.0,5.0,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,-0.37,7,5.0,0
male,28,23,European/Caucasian-American,European/Caucasian-American,1,6,6,Finance,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,25.0,15.0,0.0,20.0,7,8,6,8,7,7.0,6.0,8.0,7.0,6.0,7.0,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,-0.06,7,8.0,1
male,27,23,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,1,'Business [MBA]',17.31,13.46,17.31,19.23,19.23,13.46,15.56,17.78,17.78,17.78,17.78,13.33,7,9,7,9,9,8.0,7.0,7.0,9.0,9.0,5.0,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,0.0,6,9.0,1
male,28,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,2,'MBA / Master of International Affairs [SIPA]',20.0,30.0,10.0,15.0,10.0,15.0,20.0,30.0,10.0,20.0,0.0,20.0,4,9,10,8,8,7.0,6.0,5.0,5.0,6.0,3.0,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,-0.37,7,5.0,0
female,21,30,European/Caucasian-American,European/Caucasian-American,1,8,1,Law,35.0,15.0,25.0,10.0,5.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6,3,6,10,8,6.0,6.0,8.0,5.0,5.0,6.0,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.05,7,6.0,1
female,23,23,European/Caucasian-American,Other,0,9,1,Law,55.0,2.0,1.0,40.0,1.0,1.0,28.0,8.0,17.0,22.0,17.0,8.0,9,8,10,7,6,10.0,10.0,10.0,10.0,10.0,10.0,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,0.78,5,10.0,1
male,30,30,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,anthropology,22.0,12.0,30.0,25.0,10.0,1.0,60.0,10.0,10.0,10.0,5.0,5.0,5,10,6,6,10,10.0,10.0,9.0,10.0,9.0,9.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.7,7,10.0,1
male,19,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,4,1,'Computer Science',15.0,15.0,25.0,25.0,15.0,5.0,25.0,10.0,20.0,20.0,10.0,15.0,4,6,4,6,6,5.0,5.0,5.0,5.0,5.0,5.0,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0.45,5,5.0,0
female,22,29,'Black/African American','Asian/Pacific Islander/Asian-American',0,1,1,Law,35.0,30.0,25.0,5.0,0.0,5.0,25.0,5.0,20.0,25.0,15.0,10.0,7,9,9,9,9,1.0,4.0,5.0,4.0,5.0,1.0,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,0.12,5,1.0,0
female,27,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,Psychology,20.0,20.0,20.0,20.0,5.0,15.0,50.0,0.0,50.0,0.0,0.0,0.0,7,5,9,9,7,6.0,8.0,9.0,9.0,6.0,6.0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,0.0,3,7.0,0
male,25,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,1,Biology,20.0,30.0,10.0,15.0,10.0,15.0,25.0,20.0,30.0,15.0,5.0,5.0,5,9,5,8,6,5.0,5.0,5.0,5.0,5.0,5.0,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,-0.45,5,4.0,0
male,25,25,European/Caucasian-American,European/Caucasian-American,1,7,1,Biology,15.0,18.0,19.0,19.0,17.0,12.0,27.0,15.0,28.0,10.0,10.0,10.0,8,9,6,10,7,9.0,1.0,6.0,3.0,4.0,2.0,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,0.5,7,1.0,0
female,24,28,European/Caucasian-American,European/Caucasian-American,1,7,4,Consulting,40.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,8,8,8,8,8,8.0,10.0,9.0,10.0,8.0,9.0,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,0.83,7,7.0,0
male,24,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,5,Stats,18.0,18.0,18.0,18.0,18.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,5,8,7,9,10,6.0,6.0,7.0,4.0,4.0,6.0,6,4,6,7,7,7,8,2,4,9,2,5,5,5,5,2,1,-0.04,4,2.0,0
male,27,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,5,Sociology,15.0,20.0,20.0,20.0,15.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,5,8,7,8,7,4.0,6.0,6.0,5.0,6.0,5.0,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,0.59,5,5.0,0
female,23,29,European/Caucasian-American,European/Caucasian-American,1,8,9,sociology,30.0,20.0,20.0,20.0,10.0,0.0,20.0,20.0,20.0,15.0,5.0,20.0,8,10,8,9,7,10.0,10.0,7.0,8.0,5.0,5.0,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,0.55,7,8.0,1
male,21,22,European/Caucasian-American,European/Caucasian-American,1,6,7,Law,10.0,20.0,20.0,20.0,15.0,15.0,60.0,15.0,0.0,15.0,0.0,10.0,6,8,8,10,10,6.0,9.0,8.0,6.0,8.0,6.0,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,-0.34,9,9.0,1
female,23,39,European/Caucasian-American,European/Caucasian-American,1,8,7,'Social Work',40.0,20.0,15.0,20.0,0.0,5.0,15.0,15.0,20.0,15.0,20.0,15.0,9,9,9,9,9,3.0,10.0,10.0,3.0,10.0,10.0,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,0.43,5,6.0,0
male,25,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,8,'Computer Science',10.0,20.0,20.0,15.0,20.0,15.0,24.0,15.0,20.0,20.0,8.0,13.0,7,6,8,7,4,8.0,8.0,8.0,8.0,8.0,5.0,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,-0.21,6,8.0,1
female,23,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,8,5,'International affairs',17.39,17.39,19.57,19.57,10.87,15.22,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,4.0,4.0,4.0,4.0,4.0,5.0,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,-0.45,6,4.0,0
male,28,25,'Asian/Pacific Islander/Asian-American',Other,0,6,8,'Business [MBA]',15.0,3.0,50.0,20.0,2.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,6,9,9,9,7,9.0,8.0,8.0,8.0,8.0,5.0,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,0.57,5,7.0,1
male,33,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,MBA,30.0,10.0,10.0,30.0,10.0,10.0,15.0,15.0,15.0,20.0,15.0,20.0,5,8,8,9,10,7.0,7.0,7.0,7.0,7.0,7.0,10,9,6,7,3,3,5,5,9,3,4,6,7,7,7,2,1,-0.25,5,5.0,1
male,28,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,2,'MBA / Master of International Affairs [SIPA]',19.0,20.0,19.0,14.0,13.0,15.0,20.0,30.0,10.0,20.0,0.0,20.0,4,9,10,8,8,5.0,3.0,4.0,2.0,5.0,2.0,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,0.53,7,4.0,0
male,24,22,European/Caucasian-American,European/Caucasian-American,1,3,3,Psychology,20.0,22.0,18.0,15.0,15.0,10.0,25.0,15.0,25.0,25.0,15.0,15.0,7,9,8,9,9,7.0,6.0,7.0,6.0,7.0,5.0,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,-0.41,7,7.0,1
male,28,23,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,2,'MBA / Master of International Affairs [SIPA]',16.0,16.0,19.0,17.0,14.0,18.0,20.0,30.0,10.0,20.0,0.0,20.0,4,9,10,8,8,5.0,5.0,7.0,5.0,5.0,5.0,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,0.34,7,5.0,0
male,30,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,5,6,MBA,20.0,20.0,10.0,15.0,5.0,30.0,30.0,3.0,30.0,30.0,3.0,4.0,7,7,7,7,7,4.0,7.0,6.0,3.0,6.0,2.0,5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,-0.2,7,5.0,0
male,25,24,European/Caucasian-American,European/Caucasian-American,1,2,1,Biology,20.0,10.0,30.0,15.0,15.0,10.0,25.0,20.0,30.0,15.0,5.0,5.0,5,9,5,8,6,8.0,8.0,8.0,8.0,7.0,6.0,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,0.64,5,8.0,1
male,26,23,European/Caucasian-American,'Latino/Hispanic American',0,7,5,Business,10.0,25.0,20.0,10.0,20.0,15.0,18.0,18.0,18.0,19.0,13.0,14.0,7,9,8,10,7,5.0,6.0,7.0,4.0,4.0,6.0,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,-0.16,6,4.0,0
male,23,25,'Black/African American',European/Caucasian-American,0,1,1,LAW,20.0,20.0,15.0,15.0,15.0,15.0,20.0,25.0,25.0,10.0,10.0,10.0,6,10,10,9,10,8.0,9.0,8.0,10.0,9.0,8.0,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0.53,7,9.0,1
male,28,23,'Black/African American',European/Caucasian-American,0,7,1,'International Affairs',10.0,15.0,40.0,15.0,10.0,10.0,20.0,18.0,20.0,17.0,10.0,15.0,8,10,8,10,10,7.0,10.0,7.0,7.0,7.0,6.0,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,-0.24,6,7.0,0
male,27,24,'Black/African American',Other,0,2,1,Business,50.0,20.0,10.0,5.0,10.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,7,8,3,8,5,6.0,6.0,6.0,6.0,6.0,6.0,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,0.29,3,6.0,0
male,29,24,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,1,'Business & International Affairs',5.0,15.0,45.0,25.0,0.0,10.0,20.0,25.0,15.0,15.0,53.0,20.0,6,7,7,8,8,2.0,6.0,7.0,5.0,6.0,4.0,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,0.17,5,5.0,0
male,27,23,European/Caucasian-American,European/Caucasian-American,1,1,1,business,20.0,20.0,20.0,20.0,20.0,0.0,75.0,5.0,5.0,5.0,5.0,5.0,7,7,8,8,8,8.0,8.0,8.0,7.0,8.0,8.0,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,0.14,4,8.0,1
female,22,23,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,4,Law,30.0,5.0,15.0,40.0,5.0,5.0,15.0,15.0,25.0,20.0,15.0,10.0,6,6,5,7,7,7.0,8.0,8.0,7.0,7.0,6.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.46,7,8.0,1
male,30,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,8,Business,15.0,20.0,25.0,20.0,10.0,10.0,40.0,10.0,20.0,10.0,0.0,20.0,10,10,10,10,10,9.0,7.0,7.0,8.0,4.0,6.0,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,-0.36,7,9.0,1
female,29,30,Other,'Asian/Pacific Islander/Asian-American',0,6,6,'Music Education',50.0,10.0,10.0,10.0,5.0,15.0,20.0,20.0,20.0,10.0,10.0,20.0,9,10,9,9,8,7.0,7.0,7.0,6.0,6.0,7.0,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,0.43,9,7.0,0
female,28,23,Other,'Asian/Pacific Islander/Asian-American',0,2,1,'Social Work/SIPA',40.0,30.0,0.0,20.0,0.0,10.0,25.0,15.0,25.0,15.0,10.0,10.0,8,9,7,8,5,4.0,7.0,7.0,5.0,6.0,6.0,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,-0.16,5,6.0,1
female,23,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,law,33.33,11.11,11.11,11.11,11.11,22.22,10.0,25.0,20.0,25.0,5.0,15.0,5,7,8,9,5,4.0,8.0,9.0,2.0,8.0,3.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.03,4,5.0,0
female,27,24,European/Caucasian-American,European/Caucasian-American,1,3,9,microbiology,20.51,5.13,23.08,12.82,17.95,20.51,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6.0,10.0,10.0,5.0,9.0,6.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.07,8,7.0,0
female,23,30,European/Caucasian-American,European/Caucasian-American,1,1,1,'MFA Acting Program',40.0,10.0,20.0,10.0,0.0,20.0,20.0,20.0,20.0,20.0,5.0,15.0,6,8,7,6,4,5.0,3.0,4.0,6.0,4.0,4.0,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,-0.1,2,5.0,0
male,25,24,European/Caucasian-American,'Latino/Hispanic American',0,7,1,Biology,30.0,20.0,20.0,10.0,15.0,5.0,27.0,15.0,28.0,10.0,10.0,10.0,8,9,6,10,7,8.0,9.0,9.0,8.0,9.0,6.0,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,0.63,7,8.0,1
female,26,27,'Latino/Hispanic American',European/Caucasian-American,0,1,3,'International Security Policy - SIPA',30.0,15.0,20.0,25.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,7,7,8,8,9,7.0,8.0,7.0,7.0,7.0,7.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,0.23,5,7.0,1
male,26,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,1,MBA,16.0,20.0,18.0,20.0,18.0,8.0,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,6.0,8.0,7.0,4.0,5.0,5.0,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,0.43,7,4.0,0
male,25,24,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,1,Biology,15.0,25.0,20.0,20.0,10.0,10.0,25.0,20.0,30.0,15.0,5.0,5.0,5,9,5,8,6,7.0,8.0,8.0,7.0,7.0,6.0,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,0.17,5,7.0,1
male,29,24,'Latino/Hispanic American',European/Caucasian-American,0,3,3,MBA,20.0,20.0,20.0,20.0,20.0,0.0,30.0,10.0,25.0,20.0,8.0,7.0,7,7,7,7,7,7.0,7.0,8.0,7.0,6.0,7.0,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,0.61,5,5.0,1
male,23,25,European/Caucasian-American,European/Caucasian-American,1,1,1,'Computer Science',18.0,18.0,18.0,18.0,18.0,10.0,30.0,0.0,30.0,15.0,15.0,10.0,7,5,6,8,8,6.0,6.0,6.0,6.0,6.0,6.0,1,1,2,4,4,4,8,1,3,6,1,5,6,7,7,3,1,0.41,7,5.0,1
male,28,33,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,3,7,'Business [MBA]',25.0,30.0,10.0,10.0,5.0,20.0,23.0,18.0,21.0,18.0,10.0,10.0,7,10,9,9,9,4.0,6.0,7.0,6.0,5.0,8.0,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,0.38,6,6.0,0
female,27,26,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,40.0,5.0,20.0,10.0,10.0,15.0,25.0,15.0,20.0,20.0,20.0,0.0,8,9,8,9,10,8.0,9.0,8.0,7.0,8.0,5.0,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.19,5,8.0,0
female,27,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,5,'Arts Administration',20.0,30.0,10.0,15.0,0.0,25.0,15.0,20.0,20.0,15.0,15.0,15.0,10,9,10,9,8,5.0,8.0,8.0,5.0,7.0,5.0,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6,-0.14,5,6.0,0
male,30,22,European/Caucasian-American,European/Caucasian-American,1,8,8,Business,10.0,20.0,15.0,20.0,15.0,20.0,40.0,10.0,20.0,10.0,0.0,20.0,10,10,10,10,10,4.0,4.0,7.0,1.0,7.0,1.0,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,0.09,7,1.0,0
male,23,26,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,3,8,'Biomedical Engineering',10.0,10.0,30.0,20.0,10.0,15.0,15.0,25.0,20.0,10.0,10.0,20.0,7,10,10,9,8,6.0,7.0,6.0,4.0,6.0,4.0,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,0.27,5,5.0,0
female,23,25,'Latino/Hispanic American','Black/African American',0,1,4,'Social Work',30.0,15.0,20.0,20.0,0.0,5.0,10.0,25.0,20.0,10.0,20.0,15.0,3,10,3,8,8,7.0,9.0,9.0,7.0,9.0,7.0,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,-0.2,7,7.0,1
female,31,28,'Black/African American','Latino/Hispanic American',0,2,2,'Public Administration',14.71,14.71,14.71,14.71,20.59,20.59,14.58,16.67,20.83,18.75,16.67,12.5,8,8,8,8,8,4.0,9.0,9.0,6.0,8.0,7.0,5,5,5,9,7,7,7,7,9,9,5,7,7,7,9,5,7,0.37,6,8.0,1
female,28,24,European/Caucasian-American,Other,0,2,2,french,20.0,20.0,25.0,25.0,5.0,5.0,25.0,20.0,20.0,25.0,0.0,10.0,8,8,7,7,4,2.0,6.0,7.0,2.0,6.0,1.0,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.01,4,2.0,0
female,23,23,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,9,sociology,15.0,25.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,15.0,5.0,20.0,8,10,8,9,7,7.0,8.0,9.0,7.0,4.0,4.0,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,-0.09,7,6.0,0
female,27,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,Psychology,40.0,20.0,20.0,20.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,7,5,9,9,7,7.0,6.0,9.0,8.0,9.0,9.0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,0.19,3,7.0,0
male,42,28,European/Caucasian-American,'Black/African American',0,5,1,'International Affairs',13.04,21.74,17.39,17.39,15.22,15.22,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,5.0,8.0,6.0,5.0,6.0,4.0,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,0.0,5,3.0,0
female,23,30,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,6,'Social Work',20.0,40.0,5.0,20.0,5.0,10.0,15.0,15.0,18.0,18.0,14.0,20.0,7,9,9,9,8,6.0,8.0,10.0,7.0,10.0,8.0,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,0.44,5,6.0,0
female,25,39,Other,European/Caucasian-American,0,6,8,Law,40.0,20.0,15.0,20.0,0.0,5.0,15.0,3.0,50.0,20.0,2.0,10.0,6,7,7,9,8,6.0,9.0,8.0,5.0,8.0,3.0,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,0.11,5,6.0,0
female,27,26,European/Caucasian-American,European/Caucasian-American,1,3,9,microbiology,21.28,17.02,21.28,12.77,6.38,21.28,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9.0,6.0,10.0,7.0,9.0,6.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.01,8,6.0,1
